# FACILITY: LCO
# DATE-OBS: 2024-11-23
wavelength flux
5.026810431293874899e+03 2.256520624999999723e-15
5.028533350050143781e+03 2.297191406249999708e-15
5.030256268806412663e+03 2.304563124999999951e-15
5.031979187562681545e+03 2.301423593749999780e-15
5.033702106318950428e+03 2.318710468749999880e-15
5.035425025075219310e+03 2.384360624999999843e-15
5.037147943831488192e+03 2.442389531249999723e-15
5.038870862587757074e+03 2.403923281249999825e-15
5.040593781344025047e+03 2.334561249999999987e-15
5.042316700100294838e+03 2.314680624999999863e-15
5.044039618856562811e+03 2.360128437499999842e-15
5.045762537612831693e+03 2.420024999999999718e-15
5.047485456369100575e+03 2.384225781249999863e-15
5.049208375125369457e+03 2.351513749999999940e-15
5.050931293881638339e+03 2.445696249999999770e-15
5.052654212637907222e+03 2.508934687499999872e-15
5.054377131394176104e+03 2.450395937499999686e-15
5.056100050150444986e+03 2.364295156250000064e-15
5.057822968906713868e+03 2.320163593749999765e-15
5.059545887662981841e+03 2.356962031249999776e-15
5.061268806419251632e+03 2.418510156249999704e-15
5.062991725175519605e+03 2.447468124999999854e-15
5.064714643931788487e+03 2.468134218749999964e-15
5.066437562688057369e+03 2.492224843749999815e-15
5.068160481444326251e+03 2.511657187499999987e-15
5.069883400200595133e+03 2.512053749999999981e-15
5.071606318956864015e+03 2.479575781249999727e-15
5.073329237713132898e+03 2.404583906250000003e-15
5.075052156469401780e+03 2.315968593749999703e-15
5.076775075225670662e+03 2.306903124999999906e-15
5.078497993981938635e+03 2.354984843749999975e-15
5.080220912738208426e+03 2.367769374999999931e-15
5.081943831494476399e+03 2.376562031249999937e-15
5.083666750250745281e+03 2.413967656249999887e-15
5.085389669007014163e+03 2.410954218749999694e-15
5.087112587763283045e+03 2.383741718749999846e-15
5.088835506519551927e+03 2.445397499999999915e-15
5.090558425275820809e+03 2.521821874999999687e-15
5.092281344032089692e+03 2.496567656249999691e-15
5.094004262788358574e+03 2.454826406249999754e-15
5.095727181544627456e+03 2.444663593749999717e-15
5.097450100300895429e+03 2.374796249999999742e-15
5.099173019057165220e+03 2.310051406249999685e-15
5.100895937813433193e+03 2.394822968749999793e-15
5.102618856569702075e+03 2.494765312499999768e-15
5.104341775325970957e+03 2.476137968749999813e-15
5.106064694082239839e+03 2.454605781250000033e-15
5.107787612838508721e+03 2.450338437499999783e-15
5.109510531594777603e+03 2.350181406249999806e-15
5.111233450351046486e+03 2.272422656250000069e-15
5.112956369107315368e+03 2.370607187499999795e-15
5.114679287863584250e+03 2.466283124999999746e-15
5.116402206619852223e+03 2.445794999999999740e-15
5.118125125376122014e+03 2.435653281250000047e-15
5.119848044132389987e+03 2.443042031249999787e-15
5.121570962888658869e+03 2.397049999999999774e-15
5.123293881644927751e+03 2.328420156249999851e-15
5.125016800401196633e+03 2.286574374999999999e-15
5.126739719157465515e+03 2.289689218749999882e-15
5.128462637913734397e+03 2.341572499999999850e-15
5.130185556670003280e+03 2.431706718749999827e-15
5.131908475426272162e+03 2.496226562499999768e-15
5.133631394182541044e+03 2.473628124999999869e-15
5.135354312938809016e+03 2.424073906249999853e-15
5.137077231695078808e+03 2.409383281249999721e-15
5.138800150451346781e+03 2.447663593749999963e-15
5.140523069207615663e+03 2.495699062499999682e-15
5.142245987963884545e+03 2.475127656249999879e-15
5.143968906720153427e+03 2.428840937499999674e-15
5.145691825476422309e+03 2.414075781249999747e-15
5.147414744232691191e+03 2.396753749999999863e-15
5.149137662988960074e+03 2.395446718749999905e-15
5.150860581745228956e+03 2.503714062499999872e-15
5.152583500501497838e+03 2.593135468749999995e-15
5.154306419257765810e+03 2.495486718749999850e-15
5.156029338014035602e+03 2.420904531249999730e-15
5.157752256770303575e+03 2.489464218749999859e-15
5.159475175526572457e+03 2.484858281250000025e-15
5.161198094282841339e+03 2.395050781249999798e-15
5.162921013039110221e+03 2.363013749999999831e-15
5.164643931795379103e+03 2.366983437499999832e-15
5.166366850551647985e+03 2.357993593749999829e-15
5.168089769307916868e+03 2.362215624999999954e-15
5.169812688064185750e+03 2.384514374999999772e-15
5.171535606820454632e+03 2.397475312499999719e-15
5.173258525576723514e+03 2.400763749999999705e-15
5.174981444332992396e+03 2.407679843749999937e-15
5.176704363089260369e+03 2.439883906250000005e-15
5.178427281845529251e+03 2.493919999999999709e-15
5.180150200601798133e+03 2.512988124999999782e-15
5.181873119358067015e+03 2.481748437500000031e-15
5.183596038114335897e+03 2.424222812500000062e-15
5.185318956870604779e+03 2.393716093749999888e-15
5.187041875626873662e+03 2.426692499999999939e-15
5.188764794383142544e+03 2.476094843749999689e-15
5.190487713139411426e+03 2.496398749999999927e-15
5.192210631895680308e+03 2.460841875000000025e-15
5.193933550651949190e+03 2.420723906249999907e-15
5.195656469408217163e+03 2.448378593749999818e-15
5.197379388164486045e+03 2.486604374999999820e-15
5.199102306920754927e+03 2.489730312499999874e-15
5.200825225677023809e+03 2.499122187499999873e-15
5.202548144433292691e+03 2.521722499999999829e-15
5.204271063189561573e+03 2.535465312499999818e-15
5.205993981945830456e+03 2.522480781249999977e-15
5.207716900702099338e+03 2.481656406249999837e-15
5.209439819458368220e+03 2.463900781249999723e-15
5.211162738214637102e+03 2.493883749999999925e-15
5.212885656970905984e+03 2.551863749999999735e-15
5.214608575727173957e+03 2.585982968749999925e-15
5.216331494483442839e+03 2.547045624999999843e-15
5.218054413239711721e+03 2.508536406249999990e-15
5.219777331995980603e+03 2.518736718749999981e-15
5.221500250752249485e+03 2.499896406249999913e-15
5.223223169508518367e+03 2.462902812499999736e-15
5.224946088264787249e+03 2.491573281249999977e-15
5.226669007021056132e+03 2.541340312499999938e-15
5.228391925777325014e+03 2.550174218750000011e-15
5.230114844533593896e+03 2.560221249999999792e-15
5.231837763289862778e+03 2.584185781249999665e-15
5.233560682046130751e+03 2.574795312500000005e-15
5.235283600802400542e+03 2.556400156249999663e-15
5.237006519558668515e+03 2.578949999999999830e-15
5.238729438314937397e+03 2.614161250000000034e-15
5.240452357071206279e+03 2.621645000000000024e-15
5.242175275827475161e+03 2.567966406249999853e-15
5.243898194583744043e+03 2.496123749999999740e-15
5.245621113340012926e+03 2.508069374999999864e-15
5.247344032096281808e+03 2.554323906249999948e-15
5.249066950852550690e+03 2.557169999999999701e-15
5.250789869608819572e+03 2.548534062499999681e-15
5.252512788365087545e+03 2.559141249999999782e-15
5.254235707121357336e+03 2.599883281249999956e-15
5.255958625877625309e+03 2.633640312499999880e-15
5.257681544633894191e+03 2.608377343749999882e-15
5.259404463390163073e+03 2.568999843749999963e-15
5.261127382146431955e+03 2.554155624999999677e-15
5.262850300902700837e+03 2.525506093750000005e-15
5.264573219658969720e+03 2.494038281249999910e-15
5.266296138415238602e+03 2.514018281249999891e-15
5.268019057171507484e+03 2.552630468749999942e-15
5.269741975927776366e+03 2.559987187499999729e-15
5.271464894684044339e+03 2.544017656249999703e-15
5.273187813440314130e+03 2.528429218749999892e-15
5.274910732196582103e+03 2.548520312499999790e-15
5.276633650952850985e+03 2.589136874999999874e-15
5.278356569709119867e+03 2.609615781249999765e-15
5.280079488465388749e+03 2.613650156249999952e-15
5.281802407221657631e+03 2.617228437500000016e-15
5.283525325977926514e+03 2.641833125000000006e-15
5.285248244734195396e+03 2.675150937499999923e-15
5.286971163490464278e+03 2.674716249999999693e-15
5.288694082246733160e+03 2.636850624999999732e-15
5.290417001003001133e+03 2.582070781249999827e-15
5.292139919759270924e+03 2.565985156249999995e-15
5.293862838515538897e+03 2.597366875000000010e-15
5.295585757271807779e+03 2.603428593749999842e-15
5.297308676028076661e+03 2.571448281249999722e-15
5.299031594784345543e+03 2.530390937499999914e-15
5.300754513540614425e+03 2.539749531249999791e-15
5.302477432296883308e+03 2.615957812500000011e-15
5.304200351053152190e+03 2.640824062499999846e-15
5.305923269809421072e+03 2.602588124999999897e-15
5.307646188565689954e+03 2.604445468749999779e-15
5.309369107321957927e+03 2.609386718749999985e-15
5.311092026078227718e+03 2.557332031249999914e-15
5.312814944834495691e+03 2.526754218749999721e-15
5.314537863590764573e+03 2.553132499999999683e-15
5.316260782347033455e+03 2.568537031249999669e-15
5.317983701103302337e+03 2.570062031250000024e-15
5.319706619859571219e+03 2.590035468750000004e-15
5.321429538615840102e+03 2.602288281250000042e-15
5.323152457372108984e+03 2.583858906249999746e-15
5.324875376128377866e+03 2.551323906249999702e-15
5.326598294884646748e+03 2.533872968749999952e-15
5.328321213640914721e+03 2.566505781249999741e-15
5.330044132397184512e+03 2.609159531249999867e-15
5.331767051153452485e+03 2.606714218749999940e-15
5.333489969909721367e+03 2.578980312499999895e-15
5.335212888665990249e+03 2.552802031249999819e-15
5.336935807422259131e+03 2.546319843749999760e-15
5.338658726178528013e+03 2.547594687499999991e-15
5.340381644934796896e+03 2.529634218749999879e-15
5.342104563691065778e+03 2.525573749999999854e-15
5.343827482447334660e+03 2.562081093750000012e-15
5.345550401203603542e+03 2.603529531249999813e-15
5.347273319959871515e+03 2.636775937499999768e-15
5.348996238716141306e+03 2.679024374999999898e-15
5.350719157472409279e+03 2.691636249999999976e-15
5.352442076228678161e+03 2.637607812499999880e-15
5.354164994984947043e+03 2.580630781249999946e-15
5.355887913741215925e+03 2.573106718749999719e-15
5.357610832497484807e+03 2.620055156249999708e-15
5.359333751253753690e+03 2.665646249999999725e-15
5.361056670010022572e+03 2.629828124999999922e-15
5.362779588766290544e+03 2.586534374999999848e-15
5.364502507522560336e+03 2.608445468749999844e-15
5.366225426278828309e+03 2.638549687499999908e-15
5.367948345035098100e+03 2.638912812500000006e-15
5.369671263791366073e+03 2.607054999999999919e-15
5.371394182547634955e+03 2.568767031249999675e-15
5.373117101303903837e+03 2.558887031249999996e-15
5.374840020060172719e+03 2.598282500000000032e-15
5.376562938816441601e+03 2.659953437499999936e-15
5.378285857572710484e+03 2.635667812499999694e-15
5.380008776328979366e+03 2.555699999999999699e-15
5.381731695085247338e+03 2.538399374999999708e-15
5.383454613841517130e+03 2.595479999999999726e-15
5.385177532597785103e+03 2.685191562499999871e-15
5.386900451354054894e+03 2.707624687499999951e-15
5.388623370110322867e+03 2.633569375000000030e-15
5.390346288866591749e+03 2.525154062499999684e-15
5.392069207622860631e+03 2.477751249999999854e-15
5.393792126379129513e+03 2.559395781249999907e-15
5.395515045135398395e+03 2.642518437499999683e-15
5.397237963891667277e+03 2.635739062499999883e-15
5.398960882647936160e+03 2.590901562499999674e-15
5.400683801404204132e+03 2.551053750000000023e-15
5.402406720160473924e+03 2.546041874999999911e-15
5.404129638916741897e+03 2.587693749999999767e-15
5.405852557673011688e+03 2.656166249999999816e-15
5.407575476429279661e+03 2.661289999999999902e-15
5.409298395185549452e+03 2.597425468749999913e-15
5.411021313941817425e+03 2.567796718750000033e-15
5.412744232698086307e+03 2.576076406249999900e-15
5.414467151454355189e+03 2.582990156249999963e-15
5.416190070210624071e+03 2.573934218749999829e-15
5.417912988966892954e+03 2.558412812499999980e-15
5.419635907723160926e+03 2.589074531249999857e-15
5.421358826479430718e+03 2.655004687499999897e-15
5.423081745235698691e+03 2.698997812499999877e-15
5.424804663991968482e+03 2.702935312499999757e-15
5.426527582748236455e+03 2.672435937500000036e-15
5.428250501504506246e+03 2.646502499999999857e-15
5.429973420260774219e+03 2.638823124999999982e-15
5.431696339017043101e+03 2.626014374999999851e-15
5.433419257773311983e+03 2.588956718749999769e-15
5.435142176529580865e+03 2.523282343750000024e-15
5.436865095285849748e+03 2.491553906249999916e-15
5.438588014042117720e+03 2.529461562500000001e-15
5.440310932798387512e+03 2.594941718749999806e-15
5.442033851554655485e+03 2.642664062499999892e-15
5.443756770310925276e+03 2.635852187500000026e-15
5.445479689067193249e+03 2.620811406250000025e-15
5.447202607823463040e+03 2.642890312499999784e-15
5.448925526579731013e+03 2.642922812499999849e-15
5.450648445335999895e+03 2.612540468749999765e-15
5.452371364092268777e+03 2.622698437499999689e-15
5.454094282848537659e+03 2.641796249999999939e-15
5.455817201604806542e+03 2.606697187500000048e-15
5.457540120361074514e+03 2.569220312499999910e-15
5.459263039117344306e+03 2.567704218749999726e-15
5.460985957873612278e+03 2.563722343749999948e-15
5.462708876629882070e+03 2.553286406249999780e-15
5.464431795386150043e+03 2.559545624999999948e-15
5.466154714142419834e+03 2.596767343749999679e-15
5.467877632898687807e+03 2.660633749999999725e-15
5.469600551654956689e+03 2.694524999999999741e-15
5.471323470411225571e+03 2.678409687499999732e-15
5.473046389167494453e+03 2.650196562499999783e-15
5.474769307923763336e+03 2.632004062499999833e-15
5.476492226680031308e+03 2.633162187499999976e-15
5.478215145436301100e+03 2.647731249999999907e-15
5.479938064192569072e+03 2.656975312499999696e-15
5.481660982948838864e+03 2.623343749999999863e-15
5.483383901705106837e+03 2.566937812499999858e-15
5.485106820461376628e+03 2.551694062499999914e-15
5.486829739217644601e+03 2.568447187499999870e-15
5.488552657973913483e+03 2.588337656249999997e-15
5.490275576730182365e+03 2.610342031249999961e-15
5.491998495486451247e+03 2.625857812500000034e-15
5.493721414242720130e+03 2.613388593749999712e-15
5.495444332998988102e+03 2.598527812500000041e-15
5.497167251755257894e+03 2.620083593749999716e-15
5.498890170511525866e+03 2.635790312499999727e-15
5.500613089267795658e+03 2.619857031249999880e-15
5.502336008024063631e+03 2.621859687500000026e-15
5.504058926780333422e+03 2.659626249999999679e-15
5.505781845536601395e+03 2.718210000000000046e-15
5.507504764292870277e+03 2.757199375000000029e-15
5.509227683049139159e+03 2.745518437499999977e-15
5.510950601805408041e+03 2.719610312499999973e-15
5.512673520561676924e+03 2.704947499999999961e-15
5.514396439317944896e+03 2.694837499999999882e-15
5.516119358074214688e+03 2.697661874999999799e-15
5.517842276830482660e+03 2.723122499999999907e-15
5.519565195586752452e+03 2.756079374999999727e-15
5.521288114343020425e+03 2.771858124999999984e-15
5.523011033099290216e+03 2.734992499999999841e-15
5.524733951855558189e+03 2.666063749999999894e-15
5.526456870611827071e+03 2.631776562499999771e-15
5.528179789368095953e+03 2.634353750000000016e-15
5.529902708124364835e+03 2.649983124999999951e-15
5.531625626880633718e+03 2.654085937500000043e-15
5.533348545636901690e+03 2.638281562499999667e-15
5.535071464393171482e+03 2.621131718749999942e-15
5.536794383149439454e+03 2.614395468749999871e-15
5.538517301905709246e+03 2.623273437499999900e-15
5.540240220661977219e+03 2.649090937500000048e-15
5.541963139418247010e+03 2.680891874999999725e-15
5.543686058174514983e+03 2.680883750000000005e-15
5.545408976930783865e+03 2.660134374999999703e-15
5.547131895687052747e+03 2.673214687499999852e-15
5.548854814443321629e+03 2.701016875000000028e-15
5.550577733199590512e+03 2.708182187499999764e-15
5.552300651955859394e+03 2.707944687499999925e-15
5.554023570712128276e+03 2.710512187499999941e-15
5.555746489468396248e+03 2.713466874999999668e-15
5.557469408224666040e+03 2.706737499999999937e-15
5.559192326980934013e+03 2.680583124999999698e-15
5.560915245737203804e+03 2.667309062499999723e-15
5.562638164493471777e+03 2.686114999999999670e-15
5.564361083249740659e+03 2.696680624999999759e-15
5.566084002006009541e+03 2.694165937499999701e-15
5.567806920762278423e+03 2.710860624999999923e-15
5.569529839518547305e+03 2.721157187499999940e-15
5.571252758274816188e+03 2.696710312499999936e-15
5.572975677031085070e+03 2.688253124999999683e-15
5.574698595787353042e+03 2.716275625000000031e-15
5.576421514543622834e+03 2.737190312499999758e-15
5.578144433299890807e+03 2.728302499999999727e-15
5.579867352056160598e+03 2.687115937499999714e-15
5.581590270812428571e+03 2.662022499999999762e-15
5.583313189568697453e+03 2.681838124999999755e-15
5.585036108324966335e+03 2.687223124999999743e-15
5.586759027081235217e+03 2.669093437499999923e-15
5.588481945837504099e+03 2.673879374999999693e-15
5.590204864593772982e+03 2.696382187499999848e-15
5.591927783350041864e+03 2.716111562499999987e-15
5.593650702106309836e+03 2.740242187499999736e-15
5.595373620862579628e+03 2.759057499999999967e-15
5.597096539618847601e+03 2.730086562499999982e-15
5.598819458375117392e+03 2.673678125000000033e-15
5.600542377131385365e+03 2.644585937499999790e-15
5.602265295887654247e+03 2.649333749999999719e-15
5.603988214643923129e+03 2.676146562499999741e-15
5.605711133400192011e+03 2.704409062499999872e-15
5.607434052156460893e+03 2.713814062499999874e-15
5.609156970912729776e+03 2.689765312499999978e-15
5.610879889668998658e+03 2.665777499999999761e-15
5.612602808425266630e+03 2.679208124999999947e-15
5.614325727181536422e+03 2.696317812500000000e-15
5.616048645937804395e+03 2.686369375000000020e-15
5.617771564694074186e+03 2.638165312499999692e-15
5.619494483450342159e+03 2.616518749999999993e-15
5.621217402206611041e+03 2.711134374999999940e-15
5.622940320962879923e+03 2.804092812499999665e-15
5.624663239719148805e+03 2.786114999999999717e-15
5.626386158475417687e+03 2.731826562499999888e-15
5.628109077231686570e+03 2.684307812500000027e-15
5.629831995987955452e+03 2.635528437499999939e-15
5.631554914744223424e+03 2.609505624999999679e-15
5.633277833500493216e+03 2.628379062499999700e-15
5.635000752256761189e+03 2.668480312499999870e-15
5.636723671013030980e+03 2.701194375000000019e-15
5.638446589769298953e+03 2.703982812499999701e-15
5.640169508525567835e+03 2.695638749999999985e-15
5.641892427281836717e+03 2.716954374999999707e-15
5.643615346038105599e+03 2.742674687499999998e-15
5.645338264794374481e+03 2.743230312499999754e-15
5.647061183550643364e+03 2.728329375000000016e-15
5.648784102306912246e+03 2.716559374999999826e-15
5.650507021063180218e+03 2.732217499999999712e-15
5.652229939819450010e+03 2.739645937499999801e-15
5.653952858575717983e+03 2.695769687499999683e-15
5.655675777331987774e+03 2.653620312499999861e-15
5.657398696088255747e+03 2.647197499999999762e-15
5.659121614844524629e+03 2.643079999999999948e-15
5.660844533600793511e+03 2.639650937500000037e-15
5.662567452357062393e+03 2.654853124999999969e-15
5.664290371113331275e+03 2.679096874999999861e-15
5.666013289869600158e+03 2.697591874999999780e-15
5.667736208625869040e+03 2.700110937499999840e-15
5.669459127382137012e+03 2.694073437499999788e-15
5.671182046138406804e+03 2.705791249999999907e-15
5.672904964894674777e+03 2.723631874999999706e-15
5.674627883650944568e+03 2.723076249999999950e-15
5.676350802407212541e+03 2.706164374999999783e-15
5.678073721163481423e+03 2.678177499999999726e-15
5.679796639919750305e+03 2.637299687499999740e-15
5.681519558676019187e+03 2.614194687499999930e-15
5.683242477432288069e+03 2.651963437499999978e-15
5.684965396188556952e+03 2.692675312499999862e-15
5.686688314944825834e+03 2.680846874999999939e-15
5.688411233701093806e+03 2.662668437499999823e-15
5.690134152457363598e+03 2.666951874999999739e-15
5.691857071213631571e+03 2.690613124999999982e-15
5.693579989969901362e+03 2.691806562499999684e-15
5.695302908726169335e+03 2.634034999999999817e-15
5.697025827482438217e+03 2.620739531249999949e-15
5.698748746238707099e+03 2.694114999999999800e-15
5.700471664994975981e+03 2.723677187499999831e-15
5.702194583751244863e+03 2.695037187499999823e-15
5.703917502507513746e+03 2.682170312499999901e-15
5.705640421263782628e+03 2.698815624999999941e-15
5.707363340020050600e+03 2.733099999999999781e-15
5.709086258776320392e+03 2.742778749999999801e-15
5.710809177532588365e+03 2.726199687499999666e-15
5.712532096288858156e+03 2.738746562500000009e-15
5.714255015045126129e+03 2.763543124999999769e-15
5.715977933801395011e+03 2.762118124999999948e-15
5.717700852557663893e+03 2.788490624999999963e-15
5.719423771313932775e+03 2.855281562499999841e-15
5.721146690070201657e+03 2.854301562499999971e-15
5.722869608826470539e+03 2.799616562499999753e-15
5.724592527582739422e+03 2.794778437499999913e-15
5.726315446339007394e+03 2.802113124999999920e-15
5.728038365095277186e+03 2.769154062499999705e-15
5.729761283851545159e+03 2.738628749999999921e-15
5.731484202607814950e+03 2.742105312499999957e-15
5.733207121364082923e+03 2.785300312499999666e-15
5.734930040120351805e+03 2.826334999999999806e-15
5.736652958876620687e+03 2.814015312499999976e-15
5.738375877632889569e+03 2.796766562499999717e-15
5.740098796389158451e+03 2.798296250000000017e-15
5.741821715145427333e+03 2.734754374999999721e-15
5.743544633901696216e+03 2.661418749999999993e-15
5.745267552657964188e+03 2.727567187499999979e-15
5.746990471414233980e+03 2.811121562499999928e-15
5.748713390170501953e+03 2.771731562499999893e-15
5.750436308926771744e+03 2.711922187499999702e-15
5.752159227683039717e+03 2.707327812499999758e-15
5.753882146439308599e+03 2.758912187499999702e-15
5.755605065195577481e+03 2.819681874999999758e-15
5.757327983951846363e+03 2.826542812499999862e-15
5.759050902708115245e+03 2.781699374999999934e-15
5.760773821464384127e+03 2.719829687499999920e-15
5.762496740220653010e+03 2.713806249999999703e-15
5.764219658976920982e+03 2.742483749999999665e-15
5.765942577733190774e+03 2.710456875000000039e-15
5.767665496489458747e+03 2.647965937499999857e-15
5.769388415245728538e+03 2.610320781249999843e-15
5.771111334001996511e+03 2.586525312499999902e-15
5.772834252758265393e+03 2.561442031249999896e-15
5.774557171514534275e+03 2.522388906249999952e-15
5.776280090270803157e+03 2.490640624999999669e-15
5.778003009027072039e+03 2.498162656249999670e-15
5.779725927783340921e+03 2.524626562499999993e-15
5.781448846539609804e+03 2.548270937499999723e-15
5.783171765295877776e+03 2.571436875000000001e-15
5.784894684052147568e+03 2.597689374999999928e-15
5.786617602808415540e+03 2.630786249999999786e-15
5.788340521564685332e+03 2.659807187499999840e-15
5.790063440320953305e+03 2.674709374999999748e-15
5.791786359077222187e+03 2.688270624999999688e-15
5.793509277833491069e+03 2.706635312499999797e-15
5.795232196589759951e+03 2.723544374999999682e-15
5.796955115346028833e+03 2.721853749999999959e-15
5.798678034102297715e+03 2.687391249999999845e-15
5.800400952858566598e+03 2.670011249999999945e-15
5.802123871614834570e+03 2.694912187499999846e-15
5.803846790371104362e+03 2.691462499999999704e-15
5.805569709127372334e+03 2.666367812499999976e-15
5.807292627883642126e+03 2.694753749999999972e-15
5.809015546639910099e+03 2.747576562499999799e-15
5.810738465396178981e+03 2.772464687500000034e-15
5.812461384152447863e+03 2.768788750000000001e-15
5.814184302908716745e+03 2.757822812499999803e-15
5.815907221664985627e+03 2.784473124999999894e-15
5.817630140421254509e+03 2.823583437499999796e-15
5.819353059177523392e+03 2.818998749999999686e-15
5.821075977933791364e+03 2.787593749999999721e-15
5.822798896690061156e+03 2.761087499999999726e-15
5.824521815446329128e+03 2.767029687499999977e-15
5.826244734202598920e+03 2.788257499999999731e-15
5.827967652958866893e+03 2.769057187499999791e-15
5.829690571715135775e+03 2.730712812500000039e-15
5.831413490471404657e+03 2.713166562499999700e-15
5.833136409227673539e+03 2.705264687500000047e-15
5.834859327983942421e+03 2.707557812499999764e-15
5.836582246740211303e+03 2.750534062499999808e-15
5.838305165496480186e+03 2.789442812499999713e-15
5.840028084252748158e+03 2.752815312499999691e-15
5.841751003009017950e+03 2.676591562499999692e-15
5.843473921765285922e+03 2.620611562499999914e-15
5.845196840521555714e+03 2.636266874999999912e-15
5.846919759277823687e+03 2.703405312499999940e-15
5.848642678034092569e+03 2.734974687499999893e-15
5.850365596790361451e+03 2.730617187499999900e-15
5.852088515546630333e+03 2.717344999999999982e-15
5.853811434302899215e+03 2.673017812499999798e-15
5.855534353059168097e+03 2.616290156249999932e-15
5.857257271815436980e+03 2.636741874999999984e-15
5.858980190571704952e+03 2.706085624999999761e-15
5.860703109327974744e+03 2.733367812499999685e-15
5.862426028084242716e+03 2.717903749999999964e-15
5.864148946840512508e+03 2.687399999999999847e-15
5.865871865596780481e+03 2.679959687499999925e-15
5.867594784353049363e+03 2.708977812499999696e-15
5.869317703109318245e+03 2.757204374999999918e-15
5.871040621865587127e+03 2.795397812500000024e-15
5.872763540621856009e+03 2.797458124999999847e-15
5.874486459378124891e+03 2.768044062499999969e-15
5.876209378134393774e+03 2.724137499999999786e-15
5.877932296890661746e+03 2.692732187499999877e-15
5.879655215646931538e+03 2.665509687499999857e-15
5.881378134403199510e+03 2.615877812499999821e-15
5.883101053159469302e+03 2.568523906249999666e-15
5.884823971915737275e+03 2.544747187499999899e-15
5.886546890672006157e+03 2.523662343749999845e-15
5.888269809428275039e+03 2.490324843749999922e-15
5.889992728184543921e+03 2.440318906249999784e-15
5.891715646940812803e+03 2.414024843749999846e-15
5.893438565697081685e+03 2.450701562499999881e-15
5.895161484453350567e+03 2.502752656250000007e-15
5.896884403209618540e+03 2.536143437500000001e-15
5.898607321965888332e+03 2.568054843749999708e-15
5.900330240722156304e+03 2.592961562499999948e-15
5.902053159478426096e+03 2.595037499999999720e-15
5.903776078234694069e+03 2.593631874999999960e-15
5.905498996990962951e+03 2.603423749999999728e-15
5.907221915747231833e+03 2.599150000000000040e-15
5.908944834503500715e+03 2.579078593749999752e-15
5.910667753259769597e+03 2.568166093749999794e-15
5.912390672016038479e+03 2.580341249999999811e-15
5.914113590772307361e+03 2.612100468749999703e-15
5.915836509528575334e+03 2.594597031249999939e-15
5.917559428284845126e+03 2.515750312499999852e-15
5.919282347041113098e+03 2.483129531249999671e-15
5.921005265797382890e+03 2.505923124999999736e-15
5.922728184553650863e+03 2.526848906250000029e-15
5.924451103309919745e+03 2.550228593749999688e-15
5.926174022066188627e+03 2.585230156249999778e-15
5.927896940822457509e+03 2.615919843749999945e-15
5.929619859578726391e+03 2.622620000000000006e-15
5.931342778334995273e+03 2.583252812499999808e-15
5.933065697091264155e+03 2.560767187499999714e-15
5.934788615847532128e+03 2.620760312499999955e-15
5.936511534603801920e+03 2.657701874999999836e-15
5.938234453360069892e+03 2.611265781249999703e-15
5.939957372116339684e+03 2.560744218749999708e-15
5.941680290872607657e+03 2.532121718749999705e-15
5.943403209628876539e+03 2.511987499999999682e-15
5.945126128385145421e+03 2.510364843749999751e-15
5.946849047141414303e+03 2.527996718750000057e-15
5.948571965897683185e+03 2.519147187500000036e-15
5.950294884653952067e+03 2.502133906249999784e-15
5.952017803410220949e+03 2.571573124999999925e-15
5.953740722166488922e+03 2.650994687499999660e-15
5.955463640922758714e+03 2.623488437499999845e-15
5.957186559679026686e+03 2.560593906249999949e-15
5.958909478435296478e+03 2.535208593749999692e-15
5.960632397191564451e+03 2.557420624999999938e-15
5.962355315947834242e+03 2.594572343750000045e-15
5.964078234704102215e+03 2.588514999999999819e-15
5.965801153460371097e+03 2.551234687499999790e-15
5.967524072216639979e+03 2.513388749999999834e-15
5.969246990972908861e+03 2.489133906249999770e-15
5.970969909729177743e+03 2.484592343749999784e-15
5.972692828485445716e+03 2.495818437499999883e-15
5.974415747241715508e+03 2.505283749999999676e-15
5.976138665997983480e+03 2.496827500000000043e-15
5.977861584754253272e+03 2.491108124999999908e-15
5.979584503510521245e+03 2.506014843749999986e-15
5.981307422266791036e+03 2.541086874999999813e-15
5.983030341023059009e+03 2.574634374999999793e-15
5.984753259779327891e+03 2.574116562499999935e-15
5.986476178535596773e+03 2.576374374999999699e-15
5.988199097291865655e+03 2.608410625000000003e-15
5.989922016048134537e+03 2.584322499999999702e-15
5.991644934804402510e+03 2.513152031250000052e-15
5.993367853560672302e+03 2.532253124999999909e-15
5.995090772316940274e+03 2.605155937499999858e-15
5.996813691073210066e+03 2.628111562499999740e-15
5.998536609829478039e+03 2.604184687499999990e-15
6.000259528585747830e+03 2.562089374999999902e-15
6.001982447342015803e+03 2.539348281249999851e-15
6.003705366098284685e+03 2.551937656250000036e-15
6.005428284854553567e+03 2.591949687499999901e-15
6.007151203610822449e+03 2.617908593750000030e-15
6.008874122367091331e+03 2.600801249999999753e-15
6.010597041123359304e+03 2.588250312499999748e-15
6.012319959879629096e+03 2.606002343749999917e-15
6.014042878635897068e+03 2.639056874999999707e-15
6.015765797392166860e+03 2.660181562499999885e-15
6.017488716148434833e+03 2.645578749999999720e-15
6.019211634904704624e+03 2.630344062499999723e-15
6.020934553660972597e+03 2.639609999999999913e-15
6.022657472417241479e+03 2.649428749999999970e-15
6.024380391173510361e+03 2.652848437499999991e-15
6.026103309929779243e+03 2.657853437499999764e-15
