# FACILITY: LCO
# DATE-OBS: 2024-11-23
wavelength flux
3.731175526579737380e+03 8.036680468749999587e-16
3.732898445336006262e+03 8.733506249999999681e-16
3.734621364092275144e+03 8.360030468749999211e-16
3.736344282848544026e+03 8.535781250000000003e-16
3.738067201604812908e+03 9.882857812499999035e-16
3.739790120361081790e+03 1.117401640624999974e-15
3.741513039117350218e+03 1.290133203124999839e-15
3.743235957873619100e+03 1.184851171875000001e-15
3.744958876629887982e+03 1.168553437499999999e-15
3.746681795386156864e+03 1.030593124999999880e-15
3.748404714142425746e+03 9.136817968749998622e-16
3.750127632898694173e+03 8.182399218749999742e-16
3.751850551654963056e+03 9.012037500000000454e-16
3.753573470411231938e+03 9.827861718749999410e-16
3.755296389167500820e+03 1.187597890624999897e-15
3.757019307923769702e+03 1.098270937500000025e-15
3.758742226680038584e+03 1.184907656249999988e-15
3.760465145436307012e+03 1.337000937499999863e-15
3.762188064192575894e+03 1.398669531249999992e-15
3.763910982948844776e+03 1.180105312500000016e-15
3.765633901705113658e+03 1.192539140624999906e-15
3.767356820461382540e+03 1.088457656249999969e-15
3.769079739217650967e+03 9.360024218749998836e-16
3.770802657973919850e+03 9.439976562499999841e-16
3.772525576730188732e+03 8.734757031249999314e-16
3.774248495486457614e+03 1.029688124999999918e-15
3.775971414242726496e+03 1.315398749999999866e-15
3.777694332998995378e+03 1.388095781249999985e-15
3.779417251755263806e+03 1.545264062499999848e-15
3.781140170511532688e+03 1.422074374999999855e-15
3.782863089267801570e+03 1.447082968749999898e-15
3.784586008024070452e+03 1.570884062499999858e-15
3.786308926780339334e+03 1.551637499999999962e-15
3.788031845536607761e+03 1.388284999999999839e-15
3.789754764292876644e+03 1.498098906249999829e-15
3.791477683049145526e+03 1.395517656249999874e-15
3.793200601805414408e+03 1.264228515625000006e-15
3.794923520561683290e+03 1.138886953124999911e-15
3.796646439317952172e+03 9.480211718749998583e-16
3.798369358074220600e+03 8.475292968749999178e-16
3.800092276830489482e+03 8.583773437499999429e-16
3.801815195586758364e+03 9.436854687499999844e-16
3.803538114343027246e+03 1.113802734374999877e-15
3.805261033099296128e+03 1.196446953125000002e-15
3.806983951855564555e+03 1.447019218749999937e-15
3.808706870611833438e+03 1.474170156249999825e-15
3.810429789368102320e+03 1.388820156249999927e-15
3.812152708124371202e+03 1.458349531250000007e-15
